"(           2 ,           6 ,           6 ",:               7018392 ,"(i,j,k:3,1,4) 0x7ffc0b315ea0 "
"(           2 ,           6 ,           7 ",:               7019192 ,"(i,j,k:3,1,5) 0x7ffc0b315ea8 "
"(           2 ,           6 ,           8 ",:               7019992 ,"(i,j,k:3,1,6) 0x7ffc0b315eb0 "
"(           2 ,           6 ,           9 ",:               7020792 ,"(i,j,k:3,1,7) 0x7ffc0b315eb8 "
"(           2 ,           6 ,          10 ",:               7021592 ,"(i,j,k:3,1,8) 0x7ffc0b315ec0 "
"(           2 ,           7 ,           0 ",:               7013672 ,"(i,j,k:3,1,9) 0x7ffc0b315ec8 "
"(           2 ,           7 ,           1 ",:               7014472 ,"(i,j,k:3,2,0) 0x7ffc0b315ed0 "
"(           2 ,           7 ,           2 ",:               7015272 ,"(i,j,k:3,2,1) 0x7ffc0b315ed8 "
"(           2 ,           7 ,           3 ",:               7016072 ,"(i,j,k:3,2,2) 0x7ffc0b315ee0 "
"(           2 ,           7 ,           4 ",:               7016872 ,"(i,j,k:3,2,3) 0x7ffc0b315ee8 "
"(           2 ,           7 ,           5 ",:               7017672 ,"(i,j,k:3,2,4) 0x7ffc0b315ef0 "
"(           2 ,           7 ,           6 ",:               7018472 ,"(i,j,k:3,2,5) 0x7ffc0b315ef8 "
"(           2 ,           7 ,           7 ",:               7019272 ,"(i,j,k:3,2,6) 0x7ffc0b315f00 "
"(           2 ,           7 ,           8 ",:               7020072 ,"(i,j,k:3,2,7) 0x7ffc0b315f08 "
"(           2 ,           7 ,           9 ",:               7020872 ,"(i,j,k:3,2,8) 0x7ffc0b315f10 "
"(           2 ,           7 ,          10 ",:               7021672 ,"(i,j,k:3,2,9) 0x7ffc0b315f18 "
"(           2 ,           8 ,           0 ",:               7013752 ,"(i,j,k:3,3,0) 0x7ffc0b315f20 "
"(           2 ,           8 ,           1 ",:               7014552 ,"(i,j,k:3,3,1) 0x7ffc0b315f28 "
"(           2 ,           8 ,           2 ",:               7015352 ,"(i,j,k:3,3,2) 0x7ffc0b315f30 "
"(           2 ,           8 ,           3 ",:               7016152 ,"(i,j,k:3,3,3) 0x7ffc0b315f38 "
"(           2 ,           8 ,           4 ",:               7016952 ,"(i,j,k:3,3,4) 0x7ffc0b315f40 "
"(           2 ,           8 ,           5 ",:               7017752 ,"(i,j,k:3,3,5) 0x7ffc0b315f48 "
"(           2 ,           8 ,           6 ",:               7018552 ,"(i,j,k:3,3,6) 0x7ffc0b315f50 "
"(           2 ,           8 ,           7 ",:               7019352 ,"(i,j,k:3,3,7) 0x7ffc0b315f58 "
"(           2 ,           8 ,           8 ",:               7020152 ,"(i,j,k:3,3,8) 0x7ffc0b315f60 "
"(           2 ,           8 ,           9 ",:               7020952 ,"(i,j,k:3,3,9) 0x7ffc0b315f68 "
"(           2 ,           8 ,          10 ",:               7021752 ,"(i,j,k:3,4,0) 0x7ffc0b315f70 "
"(           2 ,           9 ,           0 ",:               7013832 ,"(i,j,k:3,4,1) 0x7ffc0b315f78 "
"(           2 ,           9 ,           1 ",:               7014632 ,"(i,j,k:3,4,2) 0x7ffc0b315f80 "
"(           2 ,           9 ,           2 ",:               7015432 ,"(i,j,k:3,4,3) 0x7ffc0b315f88 "
"(           2 ,           9 ,           3 ",:               7016232 ,"(i,j,k:3,4,4) 0x7ffc0b315f90 "
"(           2 ,           9 ,           4 ",:               7017032 ,"(i,j,k:3,4,5) 0x7ffc0b315f98 "
"(           2 ,           9 ,           5 ",:               7017832 ,"(i,j,k:3,4,6) 0x7ffc0b315fa0 "
"(           2 ,           9 ,           6 ",:               7018632 ,"(i,j,k:3,4,7) 0x7ffc0b315fa8 "
"(           2 ,           9 ,           7 ",:               7019432 ,"(i,j,k:3,4,8) 0x7ffc0b315fb0 "
"(           2 ,           9 ,           8 ",:               7020232 ,"(i,j,k:3,4,9) 0x7ffc0b315fb8 "
"(           2 ,           9 ,           9 ",:               7021032 ,"(i,j,k:3,5,0) 0x7ffc0b315fc0 "
"(           2 ,           9 ,          10 ",:               7021832 ,"(i,j,k:3,5,1) 0x7ffc0b315fc8 "
"(           2 ,          10 ,           0 ",:               7013912 ,"(i,j,k:3,5,2) 0x7ffc0b315fd0 "
"(           2 ,          10 ,           1 ",:               7014712 ,"(i,j,k:3,5,3) 0x7ffc0b315fd8 "
"(           2 ,          10 ,           2 ",:               7015512 ,"(i,j,k:3,5,4) 0x7ffc0b315fe0 "
"(           2 ,          10 ,           3 ",:               7016312 ,"(i,j,k:3,5,5) 0x7ffc0b315fe8 "
"(           2 ,          10 ,           4 ",:               7017112 ,"(i,j,k:3,5,6) 0x7ffc0b315ff0 "
"(           2 ,          10 ,           5 ",:               7017912 ,"(i,j,k:3,5,7) 0x7ffc0b315ff8 "
"(           2 ,          10 ,           6 ",:               7018712 ,"(i,j,k:3,5,8) 0x7ffc0b316000 "
"(           2 ,          10 ,           7 ",:               7019512 ,"(i,j,k:3,5,9) 0x7ffc0b316008 "
"(           2 ,          10 ,           8 ",:               7020312 ,"(i,j,k:3,6,0) 0x7ffc0b316010 "
"(           2 ,          10 ,           9 ",:               7021112 ,"(i,j,k:3,6,1) 0x7ffc0b316018 "
"(           2 ,          10 ,          10 ",:               7021912 ,"(i,j,k:3,6,2) 0x7ffc0b316020 "
"(           3 ,           0 ,           0 ",:               7013120 ,"(i,j,k:3,6,3) 0x7ffc0b316028 "
"(           3 ,           0 ,           1 ",:               7013920 ,"(i,j,k:3,6,4) 0x7ffc0b316030 "
"(           3 ,           0 ,           2 ",:               7014720 ,"(i,j,k:3,6,5) 0x7ffc0b316038 "
"(           3 ,           0 ,           3 ",:               7015520 ,"(i,j,k:3,6,6) 0x7ffc0b316040 "
"(           3 ,           0 ,           4 ",:               7016320 ,"(i,j,k:3,6,7) 0x7ffc0b316048 "
"(           3 ,           0 ,           5 ",:               7017120 ,"(i,j,k:3,6,8) 0x7ffc0b316050 "
"(           3 ,           0 ,           6 ",:               7017920 ,"(i,j,k:3,6,9) 0x7ffc0b316058 "
"(           3 ,           0 ,           7 ",:               7018720 ,"(i,j,k:3,7,0) 0x7ffc0b316060 "
"(           3 ,           0 ,           8 ",:               7019520 ,"(i,j,k:3,7,1) 0x7ffc0b316068 "
"(           3 ,           0 ,           9 ",:               7020320 ,"(i,j,k:3,7,2) 0x7ffc0b316070 "
"(           3 ,           0 ,          10 ",:               7021120 ,"(i,j,k:3,7,3) 0x7ffc0b316078 "
"(           3 ,           1 ,           0 ",:               7013200 ,"(i,j,k:3,7,4) 0x7ffc0b316080 "
"(           3 ,           1 ,           1 ",:               7014000 ,"(i,j,k:3,7,5) 0x7ffc0b316088 "
"(           3 ,           1 ,           2 ",:               7014800 ,"(i,j,k:3,7,6) 0x7ffc0b316090 "
"(           3 ,           1 ,           3 ",:               7015600 ,"(i,j,k:3,7,7) 0x7ffc0b316098 "
"(           3 ,           1 ,           4 ",:               7016400 ,"(i,j,k:3,7,8) 0x7ffc0b3160a0 "
"(           3 ,           1 ,           5 ",:               7017200 ,"(i,j,k:3,7,9) 0x7ffc0b3160a8 "
"(           3 ,           1 ,           6 ",:               7018000 ,"(i,j,k:3,8,0) 0x7ffc0b3160b0 "
"(           3 ,           1 ,           7 ",:               7018800 ,"(i,j,k:3,8,1) 0x7ffc0b3160b8 "
"(           3 ,           1 ,           8 ",:               7019600 ,"(i,j,k:3,8,2) 0x7ffc0b3160c0 "
"(           3 ,           1 ,           9 ",:               7020400 ,"(i,j,k:3,8,3) 0x7ffc0b3160c8 "
"(           3 ,           1 ,          10 ",:               7021200 ,"(i,j,k:3,8,4) 0x7ffc0b3160d0 "
"(           3 ,           2 ,           0 ",:               7013280 ,"(i,j,k:3,8,5) 0x7ffc0b3160d8 "
"(           3 ,           2 ,           1 ",:               7014080 ,"(i,j,k:3,8,6) 0x7ffc0b3160e0 "
"(           3 ,           2 ,           2 ",:               7014880 ,"(i,j,k:3,8,7) 0x7ffc0b3160e8 "
"(           3 ,           2 ,           3 ",:               7015680 ,"(i,j,k:3,8,8) 0x7ffc0b3160f0 "
"(           3 ,           2 ,           4 ",:               7016480 ,"(i,j,k:3,8,9) 0x7ffc0b3160f8 "
"(           3 ,           2 ,           5 ",:               7017280 ,"(i,j,k:3,9,0) 0x7ffc0b316100 "
"(           3 ,           2 ,           6 ",:               7018080 ,"(i,j,k:3,9,1) 0x7ffc0b316108 "
"(           3 ,           2 ,           7 ",:               7018880 ,"(i,j,k:3,9,2) 0x7ffc0b316110 "
"(           3 ,           2 ,           8 ",:               7019680 ,"(i,j,k:3,9,3) 0x7ffc0b316118 "
"(           3 ,           2 ,           9 ",:               7020480 ,"(i,j,k:3,9,4) 0x7ffc0b316120 "
"(           3 ,           2 ,          10 ",:               7021280 ,"(i,j,k:3,9,5) 0x7ffc0b316128 "
"(           3 ,           3 ,           0 ",:               7013360 ,"(i,j,k:3,9,6) 0x7ffc0b316130 "
"(           3 ,           3 ,           1 ",:               7014160 ,"(i,j,k:3,9,7) 0x7ffc0b316138 "
"(           3 ,           3 ,           2 ",:               7014960 ,"(i,j,k:3,9,8) 0x7ffc0b316140 "
"(           3 ,           3 ,           3 ",:               7015760 ,"(i,j,k:3,9,9) 0x7ffc0b316148 "
"(           3 ,           3 ,           4 ",:               7016560 ,"(i,j,k:4,0,0) 0x7ffc0b316150 "
"(           3 ,           3 ,           5 ",:               7017360 ,"(i,j,k:4,0,1) 0x7ffc0b316158 "
"(           3 ,           3 ,           6 ",:               7018160 ,"(i,j,k:4,0,2) 0x7ffc0b316160 "
"(           3 ,           3 ,           7 ",:               7018960 ,"(i,j,k:4,0,3) 0x7ffc0b316168 "
"(           3 ,           3 ,           8 ",:               7019760 ,"(i,j,k:4,0,4) 0x7ffc0b316170 "
"(           3 ,           3 ,           9 ",:               7020560 ,"(i,j,k:4,0,5) 0x7ffc0b316178 "
"(           3 ,           3 ,          10 ",:               7021360 ,"(i,j,k:4,0,6) 0x7ffc0b316180 "
"(           3 ,           4 ,           0 ",:               7013440 ,"(i,j,k:4,0,7) 0x7ffc0b316188 "
"(           3 ,           4 ,           1 ",:               7014240 ,"(i,j,k:4,0,8) 0x7ffc0b316190 "
"(           3 ,           4 ,           2 ",:               7015040 ,"(i,j,k:4,0,9) 0x7ffc0b316198 "
"(           3 ,           4 ,           3 ",:               7015840 ,"(i,j,k:4,1,0) 0x7ffc0b3161a0 "
"(           3 ,           4 ,           4 ",:               7016640 ,"(i,j,k:4,1,1) 0x7ffc0b3161a8 "
"(           3 ,           4 ,           5 ",:               7017440 ,"(i,j,k:4,1,2) 0x7ffc0b3161b0 "
"(           3 ,           4 ,           6 ",:               7018240 ,"(i,j,k:4,1,3) 0x7ffc0b3161b8 "
"(           3 ,           4 ,           7 ",:               7019040 ,"(i,j,k:4,1,4) 0x7ffc0b3161c0 "
"(           3 ,           4 ,           8 ",:               7019840 ,"(i,j,k:4,1,5) 0x7ffc0b3161c8 "
"(           3 ,           4 ,           9 ",:               7020640 ,"(i,j,k:4,1,6) 0x7ffc0b3161d0 "
"(           3 ,           4 ,          10 ",:               7021440 ,"(i,j,k:4,1,7) 0x7ffc0b3161d8 "
"(           3 ,           5 ,           0 ",:               7013520 ,"(i,j,k:4,1,8) 0x7ffc0b3161e0 "
"(           3 ,           5 ,           1 ",:               7014320 ,"(i,j,k:4,1,9) 0x7ffc0b3161e8 "
"(           3 ,           5 ,           2 ",:               7015120 ,"(i,j,k:4,2,0) 0x7ffc0b3161f0 "
"(           3 ,           5 ,           3 ",:               7015920 ,"(i,j,k:4,2,1) 0x7ffc0b3161f8 "
"(           3 ,           5 ,           4 ",:               7016720 ,"(i,j,k:4,2,2) 0x7ffc0b316200 "
"(           3 ,           5 ,           5 ",:               7017520 ,"(i,j,k:4,2,3) 0x7ffc0b316208 "
"(           3 ,           5 ,           6 ",:               7018320 ,"(i,j,k:4,2,4) 0x7ffc0b316210 "
"(           3 ,           5 ,           7 ",:               7019120 ,"(i,j,k:4,2,5) 0x7ffc0b316218 "
"(           3 ,           5 ,           8 ",:               7019920 ,"(i,j,k:4,2,6) 0x7ffc0b316220 "
"(           3 ,           5 ,           9 ",:               7020720 ,"(i,j,k:4,2,7) 0x7ffc0b316228 "
"(           3 ,           5 ,          10 ",:               7021520 ,"(i,j,k:4,2,8) 0x7ffc0b316230 "
"(           3 ,           6 ,           0 ",:               7013600 ,"(i,j,k:4,2,9) 0x7ffc0b316238 "
"(           3 ,           6 ,           1 ",:               7014400 ,"(i,j,k:4,3,0) 0x7ffc0b316240 "
"(           3 ,           6 ,           2 ",:               7015200 ,"(i,j,k:4,3,1) 0x7ffc0b316248 "
"(           3 ,           6 ,           3 ",:               7016000 ,"(i,j,k:4,3,2) 0x7ffc0b316250 "
"(           3 ,           6 ,           4 ",:               7016800 ,"(i,j,k:4,3,3) 0x7ffc0b316258 "
"(           3 ,           6 ,           5 ",:               7017600 ,"(i,j,k:4,3,4) 0x7ffc0b316260 "
"(           3 ,           6 ,           6 ",:               7018400 ,"(i,j,k:4,3,5) 0x7ffc0b316268 "
"(           3 ,           6 ,           7 ",:               7019200 ,"(i,j,k:4,3,6) 0x7ffc0b316270 "
"(           3 ,           6 ,           8 ",:               7020000 ,"(i,j,k:4,3,7) 0x7ffc0b316278 "
"(           3 ,           6 ,           9 ",:               7020800 ,"(i,j,k:4,3,8) 0x7ffc0b316280 "
"(           3 ,           6 ,          10 ",:               7021600 ,"(i,j,k:4,3,9) 0x7ffc0b316288 "
"(           3 ,           7 ,           0 ",:               7013680 ,"(i,j,k:4,4,0) 0x7ffc0b316290 "
"(           3 ,           7 ,           1 ",:               7014480 ,"(i,j,k:4,4,1) 0x7ffc0b316298 "
"(           3 ,           7 ,           2 ",:               7015280 ,"(i,j,k:4,4,2) 0x7ffc0b3162a0 "
"(           3 ,           7 ,           3 ",:               7016080 ,"(i,j,k:4,4,3) 0x7ffc0b3162a8 "
"(           3 ,           7 ,           4 ",:               7016880 ,"(i,j,k:4,4,4) 0x7ffc0b3162b0 "
"(           3 ,           7 ,           5 ",:               7017680 ,"(i,j,k:4,4,5) 0x7ffc0b3162b8 "
"(           3 ,           7 ,           6 ",:               7018480 ,"(i,j,k:4,4,6) 0x7ffc0b3162c0 "
"(           3 ,           7 ,           7 ",:               7019280 ,"(i,j,k:4,4,7) 0x7ffc0b3162c8 "
"(           3 ,           7 ,           8 ",:               7020080 ,"(i,j,k:4,4,8) 0x7ffc0b3162d0 "
"(           3 ,           7 ,           9 ",:               7020880 ,"(i,j,k:4,4,9) 0x7ffc0b3162d8 "
"(           3 ,           7 ,          10 ",:               7021680 ,"(i,j,k:4,5,0) 0x7ffc0b3162e0 "
"(           3 ,           8 ,           0 ",:               7013760 ,"(i,j,k:4,5,1) 0x7ffc0b3162e8 "
"(           3 ,           8 ,           1 ",:               7014560 ,"(i,j,k:4,5,2) 0x7ffc0b3162f0 "
"(           3 ,           8 ,           2 ",:               7015360 ,"(i,j,k:4,5,3) 0x7ffc0b3162f8 "
"(           3 ,           8 ,           3 ",:               7016160 ,"(i,j,k:4,5,4) 0x7ffc0b316300 "
"(           3 ,           8 ,           4 ",:               7016960 ,"(i,j,k:4,5,5) 0x7ffc0b316308 "
"(           3 ,           8 ,           5 ",:               7017760 ,"(i,j,k:4,5,6) 0x7ffc0b316310 "
"(           3 ,           8 ,           6 ",:               7018560 ,"(i,j,k:4,5,7) 0x7ffc0b316318 "
"(           3 ,           8 ,           7 ",:               7019360 ,"(i,j,k:4,5,8) 0x7ffc0b316320 "
"(           3 ,           8 ,           8 ",:               7020160 ,"(i,j,k:4,5,9) 0x7ffc0b316328 "
"(           3 ,           8 ,           9 ",:               7020960 ,"(i,j,k:4,6,0) 0x7ffc0b316330 "
"(           3 ,           8 ,          10 ",:               7021760 ,"(i,j,k:4,6,1) 0x7ffc0b316338 "
"(           3 ,           9 ,           0 ",:               7013840 ,"(i,j,k:4,6,2) 0x7ffc0b316340 "
"(           3 ,           9 ,           1 ",:               7014640 ,"(i,j,k:4,6,3) 0x7ffc0b316348 "
"(           3 ,           9 ,           2 ",:               7015440 ,"(i,j,k:4,6,4) 0x7ffc0b316350 "
"(           3 ,           9 ,           3 ",:               7016240 ,"(i,j,k:4,6,5) 0x7ffc0b316358 "
"(           3 ,           9 ,           4 ",:               7017040 ,"(i,j,k:4,6,6) 0x7ffc0b316360 "
"(           3 ,           9 ,           5 ",:               7017840 ,"(i,j,k:4,6,7) 0x7ffc0b316368 "
"(           3 ,           9 ,           6 ",:               7018640 ,"(i,j,k:4,6,8) 0x7ffc0b316370 "
"(           3 ,           9 ,           7 ",:               7019440 ,"(i,j,k:4,6,9) 0x7ffc0b316378 "
"(           3 ,           9 ,           8 ",:               7020240 ,"(i,j,k:4,7,0) 0x7ffc0b316380 "
"(           3 ,           9 ,           9 ",:               7021040 ,"(i,j,k:4,7,1) 0x7ffc0b316388 "
"(           3 ,           9 ,          10 ",:               7021840 ,"(i,j,k:4,7,2) 0x7ffc0b316390 "
"(           3 ,          10 ,           0 ",:               7013920 ,"(i,j,k:4,7,3) 0x7ffc0b316398 "
"(           3 ,          10 ,           1 ",:               7014720 ,"(i,j,k:4,7,4) 0x7ffc0b3163a0 "
"(           3 ,          10 ,           2 ",:               7015520 ,"(i,j,k:4,7,5) 0x7ffc0b3163a8 "
"(           3 ,          10 ,           3 ",:               7016320 ,"(i,j,k:4,7,6) 0x7ffc0b3163b0 "
"(           3 ,          10 ,           4 ",:               7017120 ,"(i,j,k:4,7,7) 0x7ffc0b3163b8 "
"(           3 ,          10 ,           5 ",:               7017920 ,"(i,j,k:4,7,8) 0x7ffc0b3163c0 "
"(           3 ,          10 ,           6 ",:               7018720 ,"(i,j,k:4,7,9) 0x7ffc0b3163c8 "
"(           3 ,          10 ,           7 ",:               7019520 ,"(i,j,k:4,8,0) 0x7ffc0b3163d0 "
"(           3 ,          10 ,           8 ",:               7020320 ,"(i,j,k:4,8,1) 0x7ffc0b3163d8 "
"(           3 ,          10 ,           9 ",:               7021120 ,"(i,j,k:4,8,2) 0x7ffc0b3163e0 "
"(           3 ,          10 ,          10 ",:               7021920 ,"(i,j,k:4,8,3) 0x7ffc0b3163e8 "
"(           4 ,           0 ,           0 ",:               7013128 ,"(i,j,k:4,8,4) 0x7ffc0b3163f0 "
"(           4 ,           0 ,           1 ",:               7013928 ,"(i,j,k:4,8,5) 0x7ffc0b3163f8 "
"(           4 ,           0 ,           2 ",:               7014728 ,"(i,j,k:4,8,6) 0x7ffc0b316400 "
"(           4 ,           0 ,           3 ",:               7015528 ,"(i,j,k:4,8,7) 0x7ffc0b316408 "
"(           4 ,           0 ,           4 ",:               7016328 ,"(i,j,k:4,8,8) 0x7ffc0b316410 "
"(           4 ,           0 ,           5 ",:               7017128 ,"(i,j,k:4,8,9) 0x7ffc0b316418 "
"(           4 ,           0 ,           6 ",:               7017928 ,"(i,j,k:4,9,0) 0x7ffc0b316420 "
"(           4 ,           0 ,           7 ",:               7018728 ,"(i,j,k:4,9,1) 0x7ffc0b316428 "
"(           4 ,           0 ,           8 ",:               7019528 ,"(i,j,k:4,9,2) 0x7ffc0b316430 "
"(           4 ,           0 ,           9 ",:               7020328 ,"(i,j,k:4,9,3) 0x7ffc0b316438 "
"(           4 ,           0 ,          10 ",:               7021128 ,"(i,j,k:4,9,4) 0x7ffc0b316440 "
"(           4 ,           1 ,           0 ",:               7013208 ,"(i,j,k:4,9,5) 0x7ffc0b316448 "
"(           4 ,           1 ,           1 ",:               7014008 ,"(i,j,k:4,9,6) 0x7ffc0b316450 "
"(           4 ,           1 ,           2 ",:               7014808 ,"(i,j,k:4,9,7) 0x7ffc0b316458 "
"(           4 ,           1 ,           3 ",:               7015608 ,"(i,j,k:4,9,8) 0x7ffc0b316460 "
"(           4 ,           1 ,           4 ",:               7016408 ,"(i,j,k:4,9,9) 0x7ffc0b316468 "
"(           4 ,           1 ,           5 ",:               7017208 ,"(i,j,k:5,0,0) 0x7ffc0b316470 "
"(           4 ,           1 ,           6 ",:               7018008 ,"(i,j,k:5,0,1) 0x7ffc0b316478 "
"(           4 ,           1 ,           7 ",:               7018808 ,"(i,j,k:5,0,2) 0x7ffc0b316480 "
"(           4 ,           1 ,           8 ",:               7019608 ,"(i,j,k:5,0,3) 0x7ffc0b316488 "
"(           4 ,           1 ,           9 ",:               7020408 ,"(i,j,k:5,0,4) 0x7ffc0b316490 "
"(           4 ,           1 ,          10 ",:               7021208 ,"(i,j,k:5,0,5) 0x7ffc0b316498 "
"(           4 ,           2 ,           0 ",:               7013288 ,"(i,j,k:5,0,6) 0x7ffc0b3164a0 "
"(           4 ,           2 ,           1 ",:               7014088 ,"(i,j,k:5,0,7) 0x7ffc0b3164a8 "
"(           4 ,           2 ,           2 ",:               7014888 ,"(i,j,k:5,0,8) 0x7ffc0b3164b0 "
"(           4 ,           2 ,           3 ",:               7015688 ,"(i,j,k:5,0,9) 0x7ffc0b3164b8 "
"(           4 ,           2 ,           4 ",:               7016488 ,"(i,j,k:5,1,0) 0x7ffc0b3164c0 "
"(           4 ,           2 ,           5 ",:               7017288 ,"(i,j,k:5,1,1) 0x7ffc0b3164c8 "
"(           4 ,           2 ,           6 ",:               7018088 ,"(i,j,k:5,1,2) 0x7ffc0b3164d0 "
"(           4 ,           2 ,           7 ",:               7018888 ,"(i,j,k:5,1,3) 0x7ffc0b3164d8 "
"(           4 ,           2 ,           8 ",:               7019688 ,"(i,j,k:5,1,4) 0x7ffc0b3164e0 "
"(           4 ,           2 ,           9 ",:               7020488 ,"(i,j,k:5,1,5) 0x7ffc0b3164e8 "
"(           4 ,           2 ,          10 ",:               7021288 ,"(i,j,k:5,1,6) 0x7ffc0b3164f0 "
"(           4 ,           3 ,           0 ",:               7013368 ,"(i,j,k:5,1,7) 0x7ffc0b3164f8 "
"(           4 ,           3 ,           1 ",:               7014168 ,"(i,j,k:5,1,8) 0x7ffc0b316500 "
"(           4 ,           3 ,           2 ",:               7014968 ,"(i,j,k:5,1,9) 0x7ffc0b316508 "
"(           4 ,           3 ,           3 ",:               7015768 ,"(i,j,k:5,2,0) 0x7ffc0b316510 "
"(           4 ,           3 ,           4 ",:               7016568 ,"(i,j,k:5,2,1) 0x7ffc0b316518 "
"(           4 ,           3 ,           5 ",:               7017368 ,"(i,j,k:5,2,2) 0x7ffc0b316520 "
"(           4 ,           3 ,           6 ",:               7018168 ,"(i,j,k:5,2,3) 0x7ffc0b316528 "
"(           4 ,           3 ,           7 ",:               7018968 ,"(i,j,k:5,2,4) 0x7ffc0b316530 "
"(           4 ,           3 ,           8 ",:               7019768 ,"(i,j,k:5,2,5) 0x7ffc0b316538 "
"(           4 ,           3 ,           9 ",:               7020568 ,"(i,j,k:5,2,6) 0x7ffc0b316540 "
"(           4 ,           3 ,          10 ",:               7021368 ,"(i,j,k:5,2,7) 0x7ffc0b316548 "
"(           4 ,           4 ,           0 ",:               7013448 ,"(i,j,k:5,2,8) 0x7ffc0b316550 "
"(           4 ,           4 ,           1 ",:               7014248 ,"(i,j,k:5,2,9) 0x7ffc0b316558 "
"(           4 ,           4 ,           2 ",:               7015048 ,"(i,j,k:5,3,0) 0x7ffc0b316560 "
"(           4 ,           4 ,           3 ",:               7015848 ,"(i,j,k:5,3,1) 0x7ffc0b316568 "
"(           4 ,           4 ,           4 ",:               7016648 ,"(i,j,k:5,3,2) 0x7ffc0b316570 "
"(           4 ,           4 ,           5 ",:               7017448 ,"(i,j,k:5,3,3) 0x7ffc0b316578 "
"(           4 ,           4 ,           6 ",:               7018248 ,"(i,j,k:5,3,4) 0x7ffc0b316580 "
"(           4 ,           4 ,           7 ",:               7019048 ,"(i,j,k:5,3,5) 0x7ffc0b316588 "
"(           4 ,           4 ,           8 ",:               7019848 ,"(i,j,k:5,3,6) 0x7ffc0b316590 "
"(           4 ,           4 ,           9 ",:               7020648 ,"(i,j,k:5,3,7) 0x7ffc0b316598 "
"(           4 ,           4 ,          10 ",:               7021448 ,"(i,j,k:5,3,8) 0x7ffc0b3165a0 "
"(           4 ,           5 ,           0 ",:               7013528 ,"(i,j,k:5,3,9) 0x7ffc0b3165a8 "
"(           4 ,           5 ,           1 ",:               7014328 ,"(i,j,k:5,4,0) 0x7ffc0b3165b0 "
"(           4 ,           5 ,           2 ",:               7015128 ,"(i,j,k:5,4,1) 0x7ffc0b3165b8 "
"(           4 ,           5 ,           3 ",:               7015928 ,"(i,j,k:5,4,2) 0x7ffc0b3165c0 "
"(           4 ,           5 ,           4 ",:               7016728 ,"(i,j,k:5,4,3) 0x7ffc0b3165c8 "
"(           4 ,           5 ,           5 ",:               7017528 ,"(i,j,k:5,4,4) 0x7ffc0b3165d0 "
"(           4 ,           5 ,           6 ",:               7018328 ,"(i,j,k:5,4,5) 0x7ffc0b3165d8 "
"(           4 ,           5 ,           7 ",:               7019128 ,"(i,j,k:5,4,6) 0x7ffc0b3165e0 "
"(           4 ,           5 ,           8 ",:               7019928 ,"(i,j,k:5,4,7) 0x7ffc0b3165e8 "
"(           4 ,           5 ,           9 ",:               7020728 ,"(i,j,k:5,4,8) 0x7ffc0b3165f0 "
"(           4 ,           5 ,          10 ",:               7021528 ,"(i,j,k:5,4,9) 0x7ffc0b3165f8 "
"(           4 ,           6 ,           0 ",:               7013608 ,"(i,j,k:5,5,0) 0x7ffc0b316600 "
"(           4 ,           6 ,           1 ",:               7014408 ,"(i,j,k:5,5,1) 0x7ffc0b316608 "
"(           4 ,           6 ,           2 ",:               7015208 ,"(i,j,k:5,5,2) 0x7ffc0b316610 "
"(           4 ,           6 ,           3 ",:               7016008 ,"(i,j,k:5,5,3) 0x7ffc0b316618 "
"(           4 ,           6 ,           4 ",:               7016808 ,"(i,j,k:5,5,4) 0x7ffc0b316620 "
"(           4 ,           6 ,           5 ",:               7017608 ,"(i,j,k:5,5,5) 0x7ffc0b316628 "
"(           4 ,           6 ,           6 ",:               7018408 ,"(i,j,k:5,5,6) 0x7ffc0b316630 "
"(           4 ,           6 ,           7 ",:               7019208 ,"(i,j,k:5,5,7) 0x7ffc0b316638 "
"(           4 ,           6 ,           8 ",:               7020008 ,"(i,j,k:5,5,8) 0x7ffc0b316640 "
"(           4 ,           6 ,           9 ",:               7020808 ,"(i,j,k:5,5,9) 0x7ffc0b316648 "
"(           4 ,           6 ,          10 ",:               7021608 ,"(i,j,k:5,6,0) 0x7ffc0b316650 "
"(           4 ,           7 ,           0 ",:               7013688 ,"(i,j,k:5,6,1) 0x7ffc0b316658 "
"(           4 ,           7 ,           1 ",:               7014488 ,"(i,j,k:5,6,2) 0x7ffc0b316660 "
"(           4 ,           7 ,           2 ",:               7015288 ,"(i,j,k:5,6,3) 0x7ffc0b316668 "
"(           4 ,           7 ,           3 ",:               7016088 ,"(i,j,k:5,6,4) 0x7ffc0b316670 "
"(           4 ,           7 ,           4 ",:               7016888 ,"(i,j,k:5,6,5) 0x7ffc0b316678 "
"(           4 ,           7 ,           5 ",:               7017688 ,"(i,j,k:5,6,6) 0x7ffc0b316680 "
"(           4 ,           7 ,           6 ",:               7018488 ,"(i,j,k:5,6,7) 0x7ffc0b316688 "
"(           4 ,           7 ,           7 ",:               7019288 ,"(i,j,k:5,6,8) 0x7ffc0b316690 "
"(           4 ,           7 ,           8 ",:               7020088 ,"(i,j,k:5,6,9) 0x7ffc0b316698 "
"(           4 ,           7 ,           9 ",:               7020888 ,"(i,j,k:5,7,0) 0x7ffc0b3166a0 "
"(           4 ,           7 ,          10 ",:               7021688 ,"(i,j,k:5,7,1) 0x7ffc0b3166a8 "
"(           4 ,           8 ,           0 ",:               7013768 ,"(i,j,k:5,7,2) 0x7ffc0b3166b0 "
"(           4 ,           8 ,           1 ",:               7014568 ,"(i,j,k:5,7,3) 0x7ffc0b3166b8 "
