"Source Line","Source","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS"
"553","!$OMP MASTER","0","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"554","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"555","  iter=(z_max-z_min+2)*(y_max-y_min+2)*(x_max-x_min+2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"556","  tmpFlop=iter*7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"557","  tmpMem=iter*6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"558","  flop=flop+tmpFlop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"559","  mem=mem+tmpMem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560","  tmpFlop=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"561","  tmpMem=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"562","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"564","  ELSEIF(direction.EQ.3)THEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"565","    IF(which_vel.EQ.1) THEN","0","2000003","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"566","!$OMP DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"567","      DO l=z_min-2,z_max+2","2000003","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"568","        DO k=y_min,y_max+1","22000033","22000033","0","30000045","10000015","0","0","0","20000030","0","0","0","0","0","0","500030","0","0","65000195","0","0","170000255","11095033285","0","13750825","0","0","0","0","11","11","0","3","1","0","0","0","2","0","0","0","0","0","0","2","0","0","13","0","0","2","13","0","2","0","0","0","0"
"569","          DO j=x_min,x_max+1","164000246","128000192","20000030","60000090","50000075","20000030","0","0","0","0","0","0","250105","0","0","0","0","0","10000030","40000060","0","0","75000225","0","0","0","0","0","0","82","64","2","6","5","2","0","0","0","0","0","0","1","0","0","0","0","0","2","4","0","0","2","0","0","0","0","0","0"
"570","            ! Find staggered mesh mass fluxes and nodal masses and volumes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"571","            node_flux(j,k,l)=0.125_8*(mass_flux_z(j-1,k  ,l  )+mass_flux_z(j  ,k  ,l  ) &","2504003756","2338003507","930001395","1300001950","900001350","990001485","130000195","0","1500002250","16000480","16000480","11500345","4251785","3501470","2000840","3250195","500015","0","1830005490","130000195","328004920","48850073275","76050228150","0","103256195","51271525","192505775","0","0","1252","1169","93","130","90","99","13","0","150","32","32","23","17","14","8","13","1","0","366","13","328","150","366","0","13","14","23","0","0"
"572","                                     +mass_flux_z(j-1,k  ,l+1)+mass_flux_z(j  ,k  ,l+1) &","7540011310","7440011160","6200009300","6060009090","5980008970","6360009540","240000360","1500045","830001245","12000360","12000360","4500135","4251785","7503150","2501050","3500210","1000030","1250075","1250003750","120000180","0","33830050745","42265126795","9500570","47002820","279117180","98502955","37501125","7000210","3770","3720","620","606","598","636","24","3","83","24","24","9","17","30","10","14","2","5","250","12","0","83","250","5","14","30","9","3","1"
"573","                                     +mass_flux_z(j-1,k-1,l  )+mass_flux_z(j  ,k-1,l  ) &","902001353","910001365","340000510","400000600","390000585","370000555","40000060","0","880001320","6000180","6000180","0","1250525","250105","1000420","0","0","0","605001815","10000015","0","36470054705","22020066060","0","0","1750735","0","0","0","451","455","34","40","39","37","4","0","88","12","12","0","5","1","4","0","0","0","121","1","0","88","121","0","0","1","0","0","0"
"574","                                     +mass_flux_z(j-1,k-1,l+1)+mass_flux_z(j  ,k-1,l+1))","818001227","780001170","210000315","260000390","160000240","170000255","10000015","0","1360002040","4000120","4000120","0","500210","250105","750315","0","0","0","1585004755","60000090","0","37760056640","74755224265","0","0","344894795","0","0","0","409","390","21","26","16","17","1","0","136","8","8","0","2","1","3","0","0","0","317","6","0","136","317","0","0","1","0","0","0"
"575","          ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"576","        ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"577","      ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"578","!$OMP END DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"579","!$OMP MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"581","      iter=(z_max-z_min+5)*(y_max-y_min+2)*(x_max-x_min+2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"582","      tmpFlop=iter*8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"583","      tmpMem=iter*9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"584","      flop=flop+tmpFlop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"585","      mem=mem+tmpMem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"586","      tmpFlop=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"587","      tmpMem=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"588","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590","!$OMP DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"591","      DO l=z_min-1,z_max+2","0","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000015","0","0","0","45000135","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"592","        DO k=y_min,y_max+1","26000039","22000033","0","0","10000015","10000015","10000015","0","80000120","0","0","0","0","0","0","0","0","0","120000360","0","0","590000885","940002820","0","0","0","0","0","0","13","11","0","0","1","1","1","0","8","0","0","0","0","0","0","0","0","0","24","0","0","8","24","0","0","0","0","0","0"
"593","          DO j=x_min,x_max+1","540000810","450000675","150000225","90000135","90000135","60000090","30000045","0","40000060","1500045","1500045","0","750315","0","750315","0","0","0","25000075","10000015","0","330000495","190000570","0","0","0","0","0","0","270","225","15","9","9","6","3","0","4","3","3","0","3","0","3","0","0","0","5","1","0","4","5","0","0","0","0","0","0"
"594","            node_mass_post(j,k,l)=0.125_8*(density1(j  ,k-1,l  )*post_vol(j  ,k-1,l  )                     &","4164006246","4208006312","1860002790","1970002955","2040003060","2080003120","150000225","0","5680008520","5000150","5000150","0","4501890","1250525","2250945","250015","3000090","250015","5705017115","100000150","333004995","120730181095","74245222735","46002760","2250135","94539690","0","0","0","2082","2104","186","197","204","208","15","0","568","10","10","0","18","5","9","1","6","1","1141","10","333","568","1141","1","1","5","0","0","0"
"595","                                          +density1(j  ,k  ,l  )*post_vol(j  ,k  ,l  )                     &","7382011073","6840010260","5840008760","6130009195","6050009075","5900008850","270000405","3500105","760001140","1000030","1000030","3000090","750315","5002100","500210","2500150","0","2250135","1040003120","100000150","0","6150009225","10920032760","16751005","19251155","241851535","65001950","23500705","0","3691","3420","584","613","605","590","27","7","76","2","2","6","3","20","2","10","0","9","208","10","0","76","208","9","10","20","6","6","0"
"596","                                          +density1(j-1,k-1,l  )*post_vol(j-1,k-1,l  )                     &","898001347","938001407","170000255","260000390","230000345","180000270","30000045","0","1160001740","3500105","3500105","0","1750735","0","1250525","0","0","250015","1275003825","30000045","1000015","21270031905","27285081855","1500090","0","0","0","0","0","449","469","17","26","23","18","3","0","116","7","7","0","7","0","5","0","0","1","255","3","1","116","255","1","0","0","0","0","0"
"597","                                          +density1(j-1,k  ,l  )*post_vol(j-1,k  ,l  )                     &","478000717","468000702","110000165","110000165","170000255","130000195","0","0","840001260","2500075","2500075","500015","1750735","0","750315","250015","500015","0","740002220","10000015","1000015","10910016365","14790044370","0","6000360","0","3500105","0","0","239","234","11","11","17","13","0","0","84","5","5","1","7","0","3","1","1","0","148","1","1","84","148","0","1","0","1","0","0"
"598","                                          +density1(j  ,k-1,l-1)*post_vol(j  ,k-1,l-1)                     &","804001206","822001233","120000180","140000210","150000225","120000180","20000030","0","720001080","2000060","2000060","0","1500630","250105","750315","250015","1000030","0","700002100","20000030","0","9370014055","6385019155","0","1750105","3001260","0","0","0","402","411","12","14","15","12","2","0","72","4","4","0","6","1","3","1","2","0","140","2","0","72","140","0","1","1","0","0","0"
"599","                                          +density1(j  ,k  ,l-1)*post_vol(j  ,k  ,l-1)                     &","1588002382","1556002334","910001365","870001305","790001185","1110001665","20000030","0","320000480","4000120","4000120","4000120","1750735","5252205","500210","4000240","500015","250015","420001260","0","0","9560014340","23020069060","1750105","129757785","47019740","60501815","0","0","794","778","91","87","79","111","2","0","32","8","8","8","7","21","2","16","1","1","84","0","0","32","84","1","16","21","8","0","0"
"600","                                          +density1(j-1,k-1,l-1)*post_vol(j-1,k-1,l-1)                     &","776001164","780001170","120000180","140000210","200000300","140000210","10000015","0","580000870","0","0","0","250105","0","250105","0","0","250015","545001635","20000030","0","22670034005","20985062955","2000120","0","0","0","0","0","388","390","12","14","20","14","1","0","58","0","0","0","1","0","1","0","0","1","109","2","0","58","109","1","0","0","0","0","0"
"601","                                          +density1(j-1,k  ,l-1)*post_vol(j-1,k  ,l-1))","632000948","660000990","80000120","160000240","160000240","90000135","20000030","0","440000660","2000060","2000060","500015","500210","0","250105","0","0","0","455001365","30000045","0","16430024645","11010033030","0","0","0","4500135","0","0","316","330","8","16","16","9","2","0","44","4","4","1","2","0","1","0","0","0","91","3","0","44","91","0","0","0","1","0","0"
"602","          ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"603","        ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604","      ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"605","!$OMP END DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"606","!$OMP MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"608","      iter=(z_max-z_min+4)*(y_max-y_min+2)*(x_max-x_min+2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"609","      tmpFlop=iter*16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610","      tmpMem=iter*17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"611","      mem=mem+tmpMem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"612","      flop=flop+tmpFlop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"613","      tmpFlop=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614","      tmpMem=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"615","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"617","!$OMP DO","0","0","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"618","      DO l=z_min-1,z_max+2","4000006","2000003","0","0","0","10000015","0","0","0","500015","500015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"619","        DO k=y_min,y_max+1","20000030","18000027","40000060","10000015","20000030","10000015","0","0","20000030","0","0","0","0","250105","500210","0","0","0","15000045","0","0","6930010395","320000960","0","0","306128520","0","0","0","10","9","4","1","2","1","0","0","2","0","0","0","0","1","2","0","0","0","3","0","0","2","3","0","0","1","0","0","0"
"620","          DO j=x_min,x_max+1","120000180","150000225","70000105","90000135","60000090","60000090","0","0","0","3000090","3000090","0","2250945","0","1250525","0","1000030","0","0","10000015","0","0","0","0","0","0","0","0","0","60","75","7","9","6","6","0","0","0","6","6","0","9","0","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"621","            ! Staggered cell mass pre advection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"622","            node_mass_pre(j,k,l)=node_mass_post(j,k,l)-node_flux(j,k,l-1)+node_flux(j,k,l)","15018022527","14450021675","12590018885","12560018840","12390018585","12470018705","370000555","54001620","640000960","146004380","146004380","48001440","109295885","111046620","54272785","54253255","48501455","50003000","1585004755","360000540","344005160","105140157710","331795995385","12997529805","7216182945","21665345625","6515195450","13411402330","2584577535","7509","7225","1259","1256","1239","1247","37","108","64","292","292","96","437","444","217","217","97","200","317","36","344","64","317","200","217","444","96","108","29"
"623","          ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"624","        ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"625","      ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"626","!$OMP END DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"627","!$OMP MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"629","    iter=(z_max-z_min+4)*(y_max-y_min+2)*(x_max-x_min+2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"630","    tmpFlop=iter*2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"631","    tmpMem=iter*4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"632","    flop=flop+tmpFlop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"633","    mem=mem+tmpMem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"634","    tmpFlop=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"635","    tmpMem=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"636","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"638","ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"640","limiter_count=0","0","4000006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"641","!$OMP DO PRIVATE(upwind,donor,downwind,dif,sigma,width,limiter,vdiffuw,vdiffdw,auw,adw,wind) REDUCTION (+:limiter_count)","0","4000006","0","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"642","    DO l=z_min-1,z_max+1","2000003","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"643","      DO k=y_min,y_max+1","32000048","42000063","20000030","20000030","0","10000015","0","0","0","0","0","0","0","500210","0","250015","0","0","20000060","0","0","0","145000435","0","1750105","3251365","0","0","0","16","21","2","2","0","1","0","0","0","0","0","0","0","2","0","1","0","0","4","0","0","0","4","0","1","2","0","0","0"
"644","        DO j=x_min,x_max+1","1714002571","1660002490","160000240","400000600","200000300","210000315","30000045","0","60000090","2500075","2500075","500015","1000420","750315","1250525","500030","1000030","0","170000510","30000045","1000015","410000615","1225003675","0","3500210","5252205","3500105","0","0","857","830","16","40","20","21","3","0","6","5","5","1","4","3","5","2","2","0","34","3","1","6","34","0","2","3","1","0","0"
"645","          IF(node_flux(j,k,l).LT.0.0)THEN","4244006366","3918005877","1820002730","2160003240","2260003390","2030003045","80000120","1500045","11080016620","13000390","13000390","4000120","3251365","3751575","2000840","250015","500015","1500090","12615037845","40000060","31000465","90810136215","109165327495","17001020","1750105","80533810","50501515","10500315","0","2122","1959","182","216","226","203","8","3","1108","26","26","8","13","15","8","1","1","6","2523","4","31","1108","2523","6","1","15","8","3","0"
"646","            upwind=l+2","12000018","18000027","10000015","10000015","10000015","0","0","0","300000450","500015","500015","0","0","0","0","0","0","0","270000810","0","0","2120003180","3830011490","0","0","0","0","0","0","6","9","1","1","1","0","0","0","30","1","1","0","0","0","0","0","0","0","54","0","0","30","54","0","0","0","0","0","0"
"647","            donor=l+1","116000174","118000177","10000015","0","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","59","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"648","            downwind=l","534000801","566000849","0","80000120","20000030","60000090","30000045","0","0","3500105","3500105","0","1250525","0","500210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","267","283","0","8","2","6","3","0","0","7","7","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"649","            dif=donor","136000204","120000180","0","0","0","0","10000015","0","390000585","0","0","0","0","0","0","0","0","0","470001410","0","0","2810004215","3270009810","0","0","0","0","0","0","68","60","0","0","0","0","1","0","39","0","0","0","0","0","0","0","0","0","94","0","0","39","94","0","0","0","0","0","0"
"650","          ELSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"651","            upwind=l-1","164000246","208000312","0","80000120","10000015","0","0","0","400000600","2000060","2000060","0","1750735","0","250105","0","2500075","0","195000585","10000015","0","4390006585","1355004065","0","0","0","0","0","0","82","104","0","8","1","0","0","0","40","4","4","0","7","0","1","0","5","0","39","1","0","40","39","0","0","0","0","0","0"
"652","            donor=l","14000021","26000039","0","0","10000015","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","13","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"653","            downwind=l+1","868001302","866001299","40000060","90000135","40000060","20000030","30000045","0","0","5000150","5000150","0","750315","0","250105","0","0","0","0","20000030","0","0","0","0","0","0","0","0","0","434","433","4","9","4","2","3","0","0","10","10","0","3","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"654","            dif=upwind","158000237","224000336","0","0","0","0","0","0","930001395","0","0","0","0","0","0","0","0","0","1075003225","0","0","6680010020","7855023565","0","0","0","0","0","0","79","112","0","0","0","0","0","0","93","0","0","0","0","0","0","0","0","0","215","0","0","93","215","0","0","0","0","0","0"
"655","          ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"657","          sigma=ABS(node_flux(j,k,l))/(node_mass_pre(j,k,donor))","4212006318","4142006213","2010003015","1920002880","1770002655","1880002820","190000285","7000210","3500005250","0","0","34501035","750315","24010080","500210","14250855","0","9250555","3835011505","20000030","0","27400041100","45235135705","69504170","194761685","314882195","241507245","48501455","0","2106","2071","201","192","177","188","19","14","350","0","0","69","3","96","2","57","0","37","767","2","0","350","767","37","57","96","69","14","0"
"658","          width=celldz(l)","8000012","4000006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000030","0","0","0","70000210","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0"
"659","          vdiffuw=vel1(j,k,donor)-vel1(j,k,upwind)","13472020208","12822019233","6850010275","7980011970","7380011070","7850011775","360000540","4500135","1380002070","9000270","9000270","28000840","5252205","14756195","1750735","11250675","3000090","4500270","1230003690","120000180","0","16220024330","8470025410","30751845","87505250","104043680","210006300","179005370","0","6736","6411","685","798","738","785","36","9","138","18","18","56","21","59","7","45","6","18","246","12","0","138","246","18","45","59","56","9","0"
